0.002,0.837
0.047,0.822
0.065,0.782
0.012,0.824
0.756,0.291
0.718,0.754
0.164,0.610
0.219,0.442
0.053,0.750
0.757,0.185
0.274,0.546
0.663,0.659
0.183,0.512
0.758,0.232
0.724,0.657
0.174,0.555
0.838,0.182
0.713,0.703
0.046,0.749
0.129,0.475
0.184,0.537
0.059,0.896
0.744,0.188
0.251,0.442
0.799,0.194
0.818,0.162
0.676,0.157
0.226,0.521
0.156,0.452
0.332,0.490
0.065,0.755
0.264,0.456
0.762,0.151
0.203,0.507
0.693,0.181
0.742,0.538
0.117,0.440
0.753,0.648
0.070,0.832
0.264,0.456
0.156,0.528
0.018,0.852
0.001,0.762
0.772,0.253
0.721,0.205
0.762,0.252
0.685,0.579
0.833,0.650
0.827,0.192
0.853,0.581
0.045,0.704
0.843,0.185
0.006,0.798
0.145,0.367
0.227,0.519
0.095,0.860
0.218,0.546
0.752,0.589
0.090,0.770
0.009,0.803
0.035,0.735
0.759,0.143
0.719,0.644
0.839,0.263
0.039,0.793
0.738,0.230
0.029,0.791
0.206,0.432
0.714,0.573
0.682,0.148
0.660,0.595
0.018,0.839
0.091,0.775
0.800,0.228
0.003,0.773
0.188,0.463
0.043,0.786
0.069,0.804
0.261,0.537
0.696,0.259
0.752,0.192
0.761,0.555
0.259,0.596
0.774,0.615
0.214,0.523
0.752,0.560
0.752,0.503
0.002,0.838
0.252,0.419
0.117,0.818
0.249,0.425
0.049,0.727
0.705,0.627
0.804,0.245
0.293,0.498
0.174,0.493
0.165,0.522
0.209,0.433
0.237,0.486
0.007,0.709
0.722,0.194
0.811,0.196
0.824,0.249
0.078,0.747
0.198,0.545
0.788,0.604
0.689,0.245
0.030,0.754
0.787,0.674
0.235,0.472
0.804,0.222
0.691,0.580
0.698,0.607
0.049,0.752
0.753,0.696
0.749,0.574
0.022,0.651
0.326,0.482
0.218,0.461
0.666,0.613
0.788,0.274
0.310,0.503
0.002,0.753
0.765,0.177
0.293,0.522
0.793,0.594
0.164,0.637
0.060,0.868
0.878,0.220
0.753,0.676
0.821,0.719
0.746,0.291
0.711,0.275
0.769,0.548
0.687,0.254
0.030,0.708
0.744,0.225
0.292,0.464
0.007,0.808
0.008,0.767
0.048,0.790
0.300,0.457
0.318,0.461
0.191,0.518
0.070,0.832
0.198,0.478
0.231,0.475
0.353,0.571
0.629,0.640
0.235,0.545
0.787,0.211
0.738,0.609
0.171,0.556
0.242,0.484
0.262,0.509
0.122,0.776
0.779,0.566
0.825,0.612
0.001,0.678
0.768,0.024
0.264,0.532
0.756,0.118
0.198,0.635
0.844,0.184
0.714,0.224
0.317,0.451
0.060,0.730
0.739,0.665
0.044,0.770
0.038,0.880
0.775,0.565
0.831,0.138
0.848,0.741
0.065,0.707
0.751,0.294
0.034,0.745
0.202,0.540
0.812,0.249
0.632,0.599
0.711,0.634
0.164,0.840
0.223,0.475
0.794,0.670
0.359,0.445
0.746,0.618
0.240,0.654
0.231,0.555
0.107,0.763
0.039,0.773
0.224,0.446
0.665,0.247
0.016,0.858
0.298,0.545
0.821,0.279
0.733,0.542
0.187,0.514
0.718,0.548
0.811,0.228
0.073,0.827
0.771,0.642
0.840,0.218
0.230,0.436
0.758,0.268
0.056,0.803
0.757,0.701
0.820,0.630
0.313,0.555
0.877,0.111
0.054,0.730
0.791,0.762
0.709,0.452
0.694,0.487
0.722,0.538
0.192,0.526
0.040,0.794
0.167,0.503
0.815,0.175
0.744,0.161
0.012,0.805
0.130,0.795
0.256,0.551
0.666,0.561
0.714,0.185
0.027,0.820
0.296,0.497
0.031,0.721
0.029,0.737
0.180,0.443
0.188,0.502
0.117,0.914
0.715,0.197
0.832,0.701
0.799,0.624
0.014,0.837
0.706,0.632
0.019,0.777
0.790,0.629
0.738,0.612
0.025,0.784
0.255,0.476
0.182,0.514
0.761,0.225
0.050,0.798
0.035,0.868
0.026,0.775
0.825,0.706
0.788,0.280
0.235,0.433
0.014,0.729
0.704,0.602
0.089,0.732
0.695,0.243
0.328,0.420
0.822,0.561
0.767,0.221
0.046,0.779
0.656,0.636
0.074,0.761
0.290,0.414
0.052,0.888
0.723,0.623
0.278,0.512
0.023,0.790
0.676,0.228
0.058,0.857
0.723,0.240
0.783,0.185
0.278,0.431
0.741,0.590
0.040,0.779
0.038,0.716
0.044,0.861
0.136,0.744
0.043,0.795
0.759,0.191
0.047,0.894
0.223,0.448
0.248,0.471
0.611,0.143
0.199,0.528
0.097,0.728
0.706,0.227
0.247,0.498
0.249,0.538
0.063,0.716
0.288,0.635
0.075,0.712
0.219,0.426
0.749,0.268
0.725,0.591
0.148,0.525
0.725,0.165
0.017,0.699
0.259,0.511
0.032,0.686
0.163,0.835
0.718,0.707
0.272,0.532
0.023,0.755
0.818,0.642
0.237,0.531
0.659,0.150
0.727,0.191
0.760,0.626
0.192,0.534
0.815,0.238
0.059,0.726
0.062,0.842
0.076,0.842
0.226,0.411
0.752,0.566
0.767,0.613
0.037,0.814
0.772,0.171
0.691,0.633
0.719,0.729
0.272,0.529
0.767,0.282
0.752,0.082
0.760,0.609
0.019,0.797
0.703,0.260
0.277,0.418
0.047,0.691
0.712,0.718
0.209,0.501
0.121,0.804
0.311,0.478
0.168,0.676
0.190,0.566
0.286,0.399
0.006,0.799
0.607,0.510
0.894,0.187
0.756,0.308
0.768,0.607
0.090,0.665
0.140,0.755
0.220,0.550
0.077,0.716
0.178,0.436
0.741,0.579
0.126,0.430
0.878,0.237
0.758,0.228
0.772,0.150
0.714,0.527
0.203,0.520
0.277,0.473
0.214,0.504
0.739,0.679
0.859,0.519
0.057,0.713
0.792,0.187
0.053,0.772
0.731,0.649
0.159,0.488
0.265,0.586
0.221,0.554
0.771,0.199
0.228,0.554
0.820,0.650
0.256,0.472
0.621,0.736
0.741,0.206
0.710,0.669
0.696,0.751
0.779,0.232
0.019,0.792
0.138,0.827
0.205,0.522
0.845,0.587
0.766,0.572
0.106,0.873
0.777,0.249
0.201,0.526
0.175,0.553
0.734,0.727
0.055,0.773
0.160,0.388
0.281,0.474
0.050,0.812
0.781,0.226
0.686,0.091
0.762,0.579
0.692,0.645
0.023,0.783
0.741,0.111
0.194,0.555
0.606,0.577
0.210,0.451
0.688,0.188
0.694,0.688
0.104,0.847
0.185,0.604
0.028,0.759
0.203,0.511
0.232,0.394
0.771,0.351
0.735,0.659
0.651,0.249
0.215,0.422
0.736,0.318
0.032,0.757
0.746,0.158
0.729,0.208
0.017,0.804
0.059,0.775
0.750,0.670
0.335,0.487
0.040,0.796
0.736,0.493
0.540,0.609
0.842,0.272
0.296,0.500
0.805,0.655
0.022,0.792
0.341,0.483
0.736,0.692
0.317,0.529
0.106,0.476
0.652,0.225
0.198,0.563
0.790,0.622
0.803,0.124
0.093,0.801
0.777,0.274
0.015,0.739
0.174,0.512
0.274,0.472
0.858,0.236
0.765,0.694
0.755,0.635
0.606,0.563
0.195,0.474
0.735,0.714
0.329,0.397
0.765,0.121
0.115,0.840
0.010,0.755
0.758,0.574
0.727,0.608
0.094,0.788
0.751,0.623
0.740,0.625
0.078,0.828
0.119,0.908
0.351,0.524
0.744,0.220
0.789,0.263
0.020,0.851
0.264,0.539
0.760,0.179
0.103,0.764
0.712,0.331
0.664,0.788
0.069,0.775
0.315,0.454
0.825,0.216
0.307,0.533
0.761,0.155
0.859,0.291
0.334,0.503
0.733,0.681
0.222,0.539
0.215,0.530
0.274,0.519
0.048,0.680
0.209,0.550
0.225,0.431
0.265,0.625
0.775,0.621
0.290,0.601
0.687,0.194
0.817,0.629
0.789,0.708
0.897,0.603
0.040,0.803
0.638,0.649
0.800,0.652
0.015,0.748
0.181,0.454
0.064,0.814
0.708,0.660
0.801,0.285
0.858,0.230
0.808,0.125
0.730,0.182
0.083,0.687
0.760,0.241
0.785,0.222
0.843,0.232
0.711,0.221
0.310,0.401
0.670,0.243
0.207,0.592
0.678,0.197
0.331,0.510
0.251,0.437
0.756,0.637
0.077,0.688
0.711,0.623
0.087,0.817
0.739,0.186
0.824,0.668
0.711,0.682
0.744,0.297
0.762,0.152
0.050,0.732
0.055,0.779
0.823,0.156
0.699,0.255
0.064,0.472
0.719,0.645
0.226,0.466
0.079,0.708
0.758,0.615
0.722,0.668
0.162,0.569
0.767,0.174
0.746,0.604
0.839,0.245
0.837,0.250
0.834,0.289
0.029,0.741
0.186,0.299
0.230,0.372
0.783,0.564
0.634,0.554
0.015,0.836
0.051,0.835
0.003,0.696
0.052,0.748
0.037,0.754
0.919,0.186
0.691,0.182
0.079,0.832
0.700,0.596
0.734,0.707
0.086,0.702
0.645,0.189
0.195,0.423
0.013,0.819
0.319,0.523
0.746,0.692
0.733,0.218
0.690,0.209
0.706,0.571
0.077,0.460
0.680,0.156
0.879,0.231
0.713,0.756
0.250,0.522
0.271,0.505
0.720,0.237
0.850,0.152
0.217,0.505
0.049,0.689
0.033,0.636
0.156,0.478
0.174,0.506
0.219,0.530
0.278,0.499
0.637,0.119
0.770,0.212
0.255,0.419
0.008,0.820
0.826,0.207
0.025,0.679
0.755,0.592
0.729,0.256
0.740,0.269
0.769,0.049
0.028,0.847
0.218,0.514
0.205,0.456
0.076,0.685
0.728,0.216
0.001,0.732
0.169,0.453
0.728,0.295
0.138,0.454
0.039,0.800
0.010,0.881
0.259,0.452
0.687,0.669
0.759,0.704
0.217,0.510
0.020,0.782
0.222,0.518
0.009,0.804
0.740,0.511
0.024,0.842
0.208,0.519
0.191,0.603
0.008,0.689
0.180,0.449
0.327,0.586
0.216,0.513
0.206,0.593
0.772,0.705
0.019,0.817
0.060,0.795
0.085,0.779
0.784,0.208
0.299,0.488
0.248,0.525
0.807,0.200
0.147,0.796
0.160,0.513
0.042,0.697
0.085,0.738
0.217,0.445
0.000,0.741
0.215,0.500
0.778,0.725
0.037,0.618
0.047,0.673
0.678,0.624
0.182,0.578
0.686,0.712
0.218,0.534
0.070,0.818
0.687,0.624
0.856,0.716
0.679,0.601
0.010,0.837
0.669,0.161
0.706,0.289
0.027,0.753
0.723,0.317
0.154,0.485
0.681,0.749
0.130,0.718
0.788,0.660
0.264,0.580
0.796,0.557
0.787,0.575
0.786,0.647
0.077,0.686
0.811,0.544
0.745,0.291
0.860,0.589
0.777,0.587
0.710,0.203
0.218,0.466
0.225,0.576
0.761,0.679
0.279,0.529
0.726,0.238
0.758,0.156
0.235,0.404
0.697,0.093
0.772,0.541
0.186,0.526
0.243,0.661
0.797,0.553
0.749,0.644
0.763,0.292
0.309,0.492
0.275,0.525
0.088,0.745
0.020,0.774
0.761,0.648
0.061,0.727
0.768,0.133
0.661,0.655
0.791,0.600
0.274,0.531
0.747,0.299
0.040,0.813
0.782,0.115
0.275,0.558
0.753,0.644
0.226,0.492
0.112,0.797
0.772,0.145
0.744,0.184
0.094,0.709
0.060,0.853
0.086,0.773
0.685,0.638
0.783,0.620
0.756,0.103
0.830,0.616
0.650,0.722
0.730,0.582
0.263,0.436
0.654,0.584
0.235,0.376
0.765,0.644
0.793,0.144
0.625,0.156
0.032,0.663
0.806,0.672
0.738,0.325
0.812,0.732
0.787,0.084
0.073,0.697
0.033,0.836
0.018,0.809
0.686,0.548
0.687,0.723
0.032,0.817
0.022,0.658
0.048,0.745
0.335,0.591
0.775,0.139
0.212,0.495
0.065,0.846
0.045,0.845
0.030,0.738
0.200,0.407
0.311,0.572
0.087,0.849
0.123,0.506
0.059,0.833
0.289,0.461
0.018,0.797
0.671,0.161
0.084,0.760
0.806,0.205
0.155,0.516
0.236,0.463
0.672,0.585
0.748,0.086
0.789,0.116
0.061,0.819
0.197,0.500
0.005,0.783
0.734,0.139
0.197,0.654
0.810,0.548
0.242,0.526
0.014,0.705
0.190,0.520
0.020,0.729
0.205,0.488
0.679,0.528
0.834,0.248
0.661,0.209
0.021,0.812
0.723,0.299
0.067,0.753
0.782,0.573
0.739,0.301
0.219,0.525
0.718,0.228
0.726,0.195
0.294,0.421
0.314,0.571
0.073,0.781
0.013,0.671
0.797,0.703
0.732,0.654
0.147,0.327
0.730,0.580
0.016,0.763
0.207,0.532
0.762,0.245
0.697,0.582
0.732,0.180
0.119,0.516
0.090,0.734
0.213,0.373
0.816,0.215
0.022,0.733
0.782,0.663
0.054,0.803
0.186,0.463
0.821,0.297
0.186,0.533
0.022,0.763
0.000,0.777
0.831,0.256
0.804,0.633
0.034,0.691
0.750,0.592
0.770,0.734
0.817,0.157
0.773,0.253
0.715,0.686
0.039,0.754
0.067,0.764
0.076,0.844
0.767,0.622
0.239,0.534
0.271,0.429
0.020,0.800
0.719,0.175
0.848,0.730
0.850,0.142
0.264,0.524
0.738,0.618
0.169,0.389
0.038,0.785
0.057,0.734
0.761,0.753
0.816,0.695
0.098,0.713
0.740,0.511
0.820,0.630
0.155,0.509
0.808,0.523
0.647,0.671
0.034,0.747
0.519,0.630
0.180,0.509
0.712,0.187
0.735,0.538
0.738,0.618
0.721,0.328
0.229,0.460
0.254,0.516
0.842,0.218
0.042,0.784
0.697,0.225
0.167,0.477
0.121,0.869
0.291,0.454
0.630,0.640
0.732,0.236
0.636,0.158
0.250,0.598
0.702,0.610
0.777,0.675
0.753,0.692
0.755,0.529
0.711,0.595
0.692,0.223
0.144,0.543
0.796,0.201
0.709,0.601
0.038,0.836
0.214,0.399
0.850,0.604
0.220,0.448
0.748,0.109
0.664,0.346
0.250,0.441
0.034,0.659
0.734,0.184
0.766,0.580
0.232,0.416
0.705,0.593
0.055,0.837
0.694,0.563
0.821,0.704
0.736,0.177
0.185,0.497
0.802,0.119
0.753,0.778
0.879,0.182
0.053,0.737
0.104,0.440
0.772,0.695
0.224,0.516
0.184,0.435
0.729,0.201
0.671,0.162
0.813,0.246
0.173,0.513
0.813,0.154
0.749,0.570
0.696,0.655
0.746,0.660
0.058,0.724
0.210,0.579
0.671,0.603
0.199,0.448
0.006,0.663
0.078,0.819
0.760,0.677
0.255,0.565
0.727,0.256
0.731,0.641
0.863,0.559
0.656,0.598
0.349,0.365
0.084,0.509
0.730,0.663
0.807,0.674
0.718,0.487
0.790,0.129
0.218,0.523
0.215,0.552
0.837,0.639
0.017,0.799
0.752,0.623
0.693,0.665
0.185,0.494
0.738,0.646
0.855,0.624
0.859,0.667
0.761,0.044
0.695,0.155
0.031,0.766
0.749,0.611
0.654,0.641
0.789,0.549
0.182,0.539
0.187,0.482
0.115,0.762
0.635,0.243
0.169,0.512
0.161,0.557
0.313,0.504
0.793,0.658
0.021,0.858
0.698,0.573
0.214,0.519
0.214,0.539
0.678,0.190
0.714,0.173
0.102,0.771
0.349,0.431
0.014,0.809
0.733,0.095
0.811,0.106
0.079,0.692
0.037,0.720
0.169,0.408
0.759,0.584
0.154,0.491
0.823,0.214
0.120,0.509
0.713,0.698
0.713,0.703
0.785,0.211
0.062,0.803
0.877,0.213
0.756,0.731
0.769,0.636
0.754,0.672
0.749,0.153
0.321,0.433
0.205,0.556
0.093,0.835
0.729,0.129
0.294,0.427
0.724,0.570
0.750,0.225
0.252,0.524
0.001,0.804
0.239,0.538
0.727,0.205
0.772,0.251
0.884,0.652
0.706,0.235
0.235,0.499
0.768,0.102
0.003,0.819
0.781,0.170
0.049,0.642
0.717,0.618
0.788,0.150
0.619,0.190
0.240,0.471
0.235,0.436
0.234,0.440
0.767,0.269
0.042,0.729
0.040,0.711
0.791,0.729
0.130,0.455
0.258,0.464
0.020,0.811
0.077,0.650
0.226,0.476
0.765,0.041
0.862,0.645
0.011,0.747
0.174,0.544
0.030,0.875
0.289,0.426
0.193,0.497
0.796,0.281
0.740,0.212
0.001,0.611
0.781,0.171
0.317,0.549
0.818,0.721
0.729,0.173
0.002,0.744
0.262,0.455
0.198,0.460
0.642,0.184
0.730,0.659
0.778,0.657
0.681,0.233
0.092,0.748
0.212,0.555
0.134,0.479
0.197,0.289
0.082,0.762
0.731,0.217
0.031,0.805
0.046,0.669
0.726,0.200
0.737,0.601
0.680,0.273
0.077,0.825
0.803,0.726
0.020,0.824
0.207,0.474
0.221,0.474
0.797,0.740
0.742,0.666
0.775,0.605
0.287,0.521
0.036,0.776
0.318,0.525
0.297,0.420
0.334,0.561
0.188,0.512
0.034,0.772
0.285,0.563
0.745,0.613
0.720,0.613
0.241,0.603
0.761,0.341
0.696,0.787
0.774,0.561
0.688,0.646
0.206,0.534
0.016,0.695
0.731,0.627
0.311,0.581
0.021,0.818
0.064,0.777
0.063,0.728
0.052,0.761
0.805,0.632
0.750,0.305
0.022,0.736
0.757,0.705
0.270,0.547
0.038,0.684
0.111,0.802
0.763,0.737
0.814,0.141
0.644,0.587
0.793,0.293
0.774,0.130
0.040,0.692
0.323,0.503
0.034,0.855
0.195,0.429
0.748,0.607
0.742,0.608
0.152,0.504
0.714,0.628
0.687,0.228
0.638,0.117
0.695,0.137
0.010,0.806
0.722,0.543
0.761,0.638
0.655,0.700
0.757,0.575
0.869,0.676
0.766,0.153
0.134,0.551
0.166,0.569
0.041,0.661
0.814,0.577
0.779,0.625
0.674,0.253
0.764,0.191
0.810,0.609
0.652,0.637
0.802,0.132
0.742,0.206
0.148,0.643
0.194,0.523
0.862,0.127
0.166,0.495
0.232,0.631
0.818,0.739
0.659,0.264
0.831,0.674
0.309,0.544
0.710,0.619
0.063,0.796
0.818,0.747
0.763,0.277
0.698,0.636
0.810,0.117
0.001,0.788
0.202,0.538
0.726,0.628
0.258,0.427
0.205,0.445
0.202,0.414
0.716,0.152
0.707,0.591
0.116,0.491
0.027,0.776
0.854,0.137
0.054,0.774
0.010,0.857
0.145,0.795
0.093,0.789
0.219,0.519
0.788,0.156
0.053,0.764
0.722,0.203
0.215,0.742
0.705,0.699
0.150,0.521
0.205,0.559
0.085,0.784
0.695,0.631
0.243,0.568
0.149,0.854
0.781,0.229
0.747,0.643
0.006,0.842
0.042,0.741
0.303,0.489
0.816,0.606
0.857,0.738
0.722,0.716
0.280,0.535
0.803,0.165
0.872,0.288
0.249,0.479
0.224,0.471
0.795,0.171
0.011,0.727
0.729,0.180
0.019,0.830
0.725,0.267
0.782,0.229
0.001,0.758
0.003,0.797
0.807,0.643
0.307,0.534
0.090,0.391
0.021,0.840
0.733,0.263
0.231,0.485
0.008,0.779
0.261,0.468
0.842,0.591
0.808,0.094
0.247,0.456
0.236,0.447
0.029,0.753
0.075,0.705
0.582,0.690
0.759,0.640
0.797,0.195
0.035,0.707
0.203,0.452
0.752,0.115
0.283,0.490
0.214,0.408
0.002,0.795
0.215,0.474
0.298,0.602
0.937,0.161
0.840,0.626
0.350,0.478
0.699,0.208
0.827,0.254
0.671,0.129
0.626,0.573
0.684,0.246
0.692,0.659
0.261,0.417
0.013,0.725
0.788,0.722
0.842,0.586
0.033,0.720
0.827,0.687
0.678,0.201
0.233,0.491
0.738,0.609
0.024,0.701
0.838,0.669
0.054,0.756
0.346,0.526
0.789,0.275
0.745,0.201
0.794,0.156
0.219,0.499
0.730,0.662
0.723,0.626
0.843,0.129
0.829,0.216
0.865,0.633
0.646,0.164
0.709,0.674
0.068,0.774
0.760,0.270
0.843,0.351
0.848,0.189
0.747,0.161
0.870,0.189
0.699,0.649
0.792,0.618
0.697,0.701
0.747,0.650
0.730,0.153
0.715,0.312
0.225,0.355
0.716,0.171
0.754,0.573
0.747,0.651
0.747,0.234
0.683,0.660
0.783,0.653
0.749,0.735
0.770,0.617
0.119,0.728
0.585,0.649
0.156,0.550
0.172,0.591
0.669,0.671
0.696,0.637
0.720,0.103
0.738,0.202
0.094,0.778
0.306,0.620
0.019,0.726
0.334,0.467
0.216,0.489
0.038,0.791
0.719,0.091
0.197,0.433
0.663,0.143
0.008,0.723
0.220,0.520
0.092,0.825
0.752,0.646
0.367,0.484
0.234,0.503
0.702,0.728
0.799,0.166
0.202,0.477
0.767,0.197
0.799,0.636
0.245,0.460
0.016,0.728
0.015,0.777
0.020,0.632
0.228,0.471
0.030,0.886
0.734,0.235
0.795,0.619
0.662,0.647
0.640,0.350
0.682,0.504
0.843,0.250
0.217,0.506
0.763,0.122
0.016,0.886
0.676,0.315
0.043,0.845
0.088,0.846
0.129,0.500
0.123,0.744
0.265,0.448
0.033,0.790
0.798,0.306
0.080,0.732
0.029,0.781
0.020,0.799
0.649,0.635
0.690,0.199
0.220,0.636
0.776,0.656
0.082,0.804
0.144,0.489
0.054,0.804
0.008,0.988
0.041,0.717
0.053,0.816
0.169,0.537
0.765,0.610
0.772,0.296
0.277,0.486
0.770,0.732
0.131,0.432
0.065,0.675
0.227,0.515
0.162,0.568
0.267,0.510
0.733,0.705
0.944,0.253
0.256,0.505
0.040,0.724
0.268,0.451
0.095,0.695
0.752,0.282
0.687,0.669
0.687,0.262
0.818,0.149
0.645,0.639
0.063,0.769
0.780,0.653
0.092,0.778
0.806,0.170
0.053,0.727
0.242,0.513
0.796,0.638
0.751,0.651
0.170,0.590
0.077,0.688
0.723,0.207
0.240,0.599
0.247,0.431
0.707,0.230
0.704,0.214
0.053,0.745
0.770,0.195
0.729,0.223
0.720,0.227
0.753,0.600
0.008,0.787
0.660,0.609
0.069,0.775
0.107,0.744
0.020,0.927
0.813,0.474
0.847,0.218
0.752,0.614
0.822,0.579
0.672,0.562
0.800,0.543
0.336,0.621
0.241,0.503
0.225,0.506
0.782,0.629
0.069,0.806
0.005,0.772
0.832,0.171
0.811,0.618
0.722,0.249
0.042,0.715
0.779,0.174
0.171,0.617
0.015,0.705
0.094,0.490
0.749,0.691
0.013,0.807
0.024,0.667
0.667,0.198
0.291,0.407
0.042,0.664
0.240,0.470
0.794,0.613
0.784,0.618
0.812,0.335
0.688,0.125
0.079,0.784
0.276,0.620
0.309,0.469
0.770,0.165
0.837,0.587
0.954,0.204
0.260,0.430
0.785,0.679
0.756,0.122
0.753,0.213
0.028,0.818
0.693,0.602
0.802,0.205
0.779,0.714
0.217,0.460
0.309,0.535
0.005,0.721
0.741,0.361
0.035,0.857
0.342,0.361
0.306,0.548
0.268,0.566
0.079,0.843
0.178,0.386
0.753,0.617
0.032,0.777
0.770,0.223
0.721,0.680
0.799,0.248
0.618,0.169
0.756,0.602
0.145,0.450
0.256,0.487
0.060,0.704
0.077,0.626
0.182,0.524
0.054,0.710
0.203,0.572
0.233,0.386
0.004,0.804
0.771,0.678
0.225,0.505
0.630,0.594
0.779,0.150
0.696,0.128
0.828,0.665
0.797,0.254
0.761,0.236
0.229,0.600
0.059,0.744
0.032,0.636
0.757,0.716
0.044,0.707
0.038,0.860
0.037,0.801
0.790,0.650
0.142,0.793
0.312,0.578
0.003,0.738
0.000,0.819
0.768,0.703
0.067,0.760
0.066,0.746
0.238,0.461
0.736,0.665
0.767,0.639
0.173,0.514
0.009,0.738
0.162,0.461
0.298,0.554
0.813,0.146
0.851,0.142
0.253,0.548
0.087,0.799
0.827,0.585
0.027,0.720
0.709,0.756
0.784,0.262
0.253,0.509
0.853,0.176
0.086,0.552
0.790,0.618
0.815,0.675
0.829,0.708
0.775,0.225
0.702,0.133
0.055,0.857
0.766,0.651
0.860,0.572
0.331,0.368
0.033,0.758
0.667,0.720
0.026,0.853
0.099,0.728
0.823,0.279
0.168,0.625
0.623,0.247
0.734,0.162
0.671,0.197
0.165,0.465
0.786,0.246
0.136,0.762
0.228,0.500
0.304,0.403
0.621,0.168
0.773,0.114
0.093,0.731
0.751,0.177
0.024,0.828
0.128,0.530
0.042,0.754
0.745,0.702
0.055,0.708
0.224,0.540
0.728,0.530
0.661,0.599
0.115,0.693
0.842,0.166
0.789,0.578
0.308,0.416
0.781,0.161
0.760,0.191
0.856,0.595
0.848,0.578
0.301,0.508
0.710,0.609
0.086,0.750
0.799,0.194
0.090,0.811
0.702,0.264
0.270,0.490
0.166,0.545
0.772,0.676
0.137,0.731
0.785,0.125
0.033,0.778
